# das  logc
0.3039	0.001755
0.3556	8.080E-4
0.4589	4.596E-4
0.5086	3.880E-4
0.5602	4.344E-4
0.6536	3.096E-4
0.7132	2.805E-4
0.7629	3.230E-4
0.8145	2.727E-4
0.8662	2.614E-4
0.9158	2.302E-4

